NalaId,Name,WardNumber,WardName,CouncillorPhoneNumber,CouncillorName,JuniorEngineer,Zone,Pincode,Latitude,Longitude,GoogleMapsLink
2,K_J6304,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.73907,83.42451,"""https://www.google.com/maps?q=26.739072333378154,83.42451225126659"""
3,K_J6448,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.71812,83.42628,"""https://www.google.com/maps?q=26.71812253873126,83.42628484561475"""
4,K_J6449,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.71848,83.42536,"""https://www.google.com/maps?q=26.718479721503538,83.4253594939646"""
5,K_J6450,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.71957,83.42579,"""https://www.google.com/maps?q=26.71956976985128,83.42578897681898"""
6,K_J6451,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.71961,83.4258,"""https://www.google.com/maps?q=26.719614576816827,83.42580255865536"""
7,K_J6452,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.72029,83.42608,"""https://www.google.com/maps?q=26.72028994716108,83.42608280926754"""
8,K_J6476,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.71691,83.42848,"""https://www.google.com/maps?q=26.71690884941067,83.4284846514635"""
9,K_J6477,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.7176,83.42702,"""https://www.google.com/maps?q=26.717602139549793,83.42702463502252"""
10,K_J6478,1,Mahadev Jharkhandi Tukra Number 1,9236478001,Sri Aravind,Sri Avinish Bharathi,0,273001,26.71835,83.42533,"""https://www.google.com/maps?q=26.718345340386392,83.4253306581622"""
11,J225,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.81128,83.39739,"""https://www.google.com/maps?q=26.81127652125993,83.39738902878047"""
12,J226,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.81049,83.39681,"""https://www.google.com/maps?q=26.810486556996167,83.39681496248944"""
13,J227,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80898,83.39567,"""https://www.google.com/maps?q=26.808977888270984,83.39567081722062"""
14,J235,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80832,83.39555,"""https://www.google.com/maps?q=26.808318885601416,83.39555342423809"""
15,J342,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80788,83.39495,"""https://www.google.com/maps?q=26.807878478233473,83.39495280343365"""
16,J962,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80696,83.39459,"""https://www.google.com/maps?q=26.80695777778781,83.39458888582487"""
17,J963,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.8069,83.39455,"""https://www.google.com/maps?q=26.80689793300577,83.39454816546022"""
18,M3_J117,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80009,83.39757,"""https://www.google.com/maps?q=26.800085462817954,83.39757224724929"""
19,M3_J34,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80473,83.40451,"""https://www.google.com/maps?q=26.804729316481048,83.40450680702787"""
20,M3_J489,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80343,83.40888,"""https://www.google.com/maps?q=26.80342944362357,83.40887830256545"""
21,M3_J494,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.79804,83.39811,"""https://www.google.com/maps?q=26.798039843540792,83.39811143322018"""
22,M3_J5,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.80888,83.40048,"""https://www.google.com/maps?q=26.808881156879036,83.40047783425179"""
23,M3_J85,2,Baba Raghav Das Nagar,9236478002,Srimathi Bala,Sri Authul Kumar,4,273013,26.79995,83.40305,"""https://www.google.com/maps?q=26.799954622223975,83.4030541436963"""
24,K_J6286,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.72049,83.43783,"""https://www.google.com/maps?q=26.720488490684545,83.4378301925175"""
25,K_J6293,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.71806,83.43925,"""https://www.google.com/maps?q=26.718061417763938,83.4392456165412"""
26,K_J6297,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.72047,83.43753,"""https://www.google.com/maps?q=26.720471521321368,83.43753067489523"""
27,K_J6312,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.72166,83.43702,"""https://www.google.com/maps?q=26.72165726789714,83.43701904057379"""
28,K_J6463,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.72207,83.43325,"""https://www.google.com/maps?q=26.722065941787292,83.43324795820004"""
29,K_J6464,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.72204,83.43321,"""https://www.google.com/maps?q=26.722037025706015,83.43320658391637"""
30,K_J6465,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.7213,83.43227,"""https://www.google.com/maps?q=26.721301419565155,83.43226920759192"""
31,K_J6466,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.72122,83.43218,"""https://www.google.com/maps?q=26.721215101445257,83.43218361331856"""
32,K_J6471,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.71968,83.43087,"""https://www.google.com/maps?q=26.71968265155066,83.43086991265766"""
33,K_J6473,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.71965,83.43083,"""https://www.google.com/maps?q=26.719646916479785,83.4308335700749"""
34,K_J6474,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.71775,83.4293,"""https://www.google.com/maps?q=26.717753943577065,83.42930312485925"""
35,K_J6475,3,Ranidiha,9236478003,Srimathi Reetha,Sri Avinish Bharathi,0,273010,26.71772,83.42927,"""https://www.google.com/maps?q=26.717719129642703,83.42926513488744"""
36,K_J6281,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73572,83.42722,"""https://www.google.com/maps?q=26.73571677469607,83.42721831038637"""
37,K_J6282,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73282,83.42931,"""https://www.google.com/maps?q=26.732818457787573,83.42931035169315"""
38,K_J6283,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73095,83.4306,"""https://www.google.com/maps?q=26.73095087568102,83.43059951338454"""
39,K_J6284,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73108,83.43051,"""https://www.google.com/maps?q=26.73108123686124,83.43050953506008"""
40,K_J6285,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73276,83.42935,"""https://www.google.com/maps?q=26.73276493448392,83.42934730371188"""
41,K_J6287,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72404,83.43537,"""https://www.google.com/maps?q=26.724038776860347,83.43536619118628"""
42,K_J6296,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72368,83.43525,"""https://www.google.com/maps?q=26.723676830056604,83.43524696629544"""
43,K_J6298,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72711,83.43291,"""https://www.google.com/maps?q=26.72710917064292,83.43291382928977"""
44,K_J6299,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73085,83.43023,"""https://www.google.com/maps?q=26.73085005399629,83.43023183638682"""
45,K_J6300,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.7309,83.43019,"""https://www.google.com/maps?q=26.730902990713762,83.43018752642632"""
46,K_J6301,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73411,83.42803,"""https://www.google.com/maps?q=26.73411170005594,83.42803023457019"""
47,K_J6302,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73714,83.42589,"""https://www.google.com/maps?q=26.737136649597133,83.42588937864326"""
48,K_J6313,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72746,83.433,"""https://www.google.com/maps?q=26.72746388863636,83.43299586500895"""
49,K_J6314,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73691,83.42637,"""https://www.google.com/maps?q=26.736909274185404,83.42636997645225"""
50,K_J6353,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72245,83.43356,"""https://www.google.com/maps?q=26.722453608537847,83.43356074512675"""
51,K_J6439,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71966,83.43074,"""https://www.google.com/maps?q=26.719661915218108,83.43074192167045"""
52,K_J6440,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71896,83.43021,"""https://www.google.com/maps?q=26.718960341938686,83.43020513598287"""
53,K_J6441,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71892,83.43017,"""https://www.google.com/maps?q=26.71891849486562,83.43016841275569"""
54,K_J6442,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71774,83.42916,"""https://www.google.com/maps?q=26.717743641939776,83.4291611791614"""
55,K_J6443,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71771,83.42912,"""https://www.google.com/maps?q=26.717705431397068,83.42912392099213"""
56,K_J6444,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.717,83.42849,"""https://www.google.com/maps?q=26.717000788662304,83.428492451823"""
57,K_J6445,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71743,83.42756,"""https://www.google.com/maps?q=26.717434733216763,83.4275571900228"""
58,K_J6446,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71746,83.42749,"""https://www.google.com/maps?q=26.71745834122993,83.4274943944229"""
59,K_J6447,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.7181,83.42635,"""https://www.google.com/maps?q=26.718095971524214,83.42634762931897"""
60,K_J6453,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72374,83.43521,"""https://www.google.com/maps?q=26.723738011025187,83.43520558027724"""
61,K_J6454,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72739,83.43304,"""https://www.google.com/maps?q=26.727394746326233,83.43304371669993"""
62,K_J6455,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72708,83.43294,"""https://www.google.com/maps?q=26.727077222740622,83.43293554978706"""
63,K_J6456,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72471,83.43455,"""https://www.google.com/maps?q=26.724705667545226,83.43454776149565"""
64,K_J6457,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72473,83.43453,"""https://www.google.com/maps?q=26.724733716864105,83.43452869226005"""
65,K_J6458,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73331,83.42857,"""https://www.google.com/maps?q=26.733307827365774,83.42857069566952"""
66,K_J6459,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72843,83.43197,"""https://www.google.com/maps?q=26.728430756600815,83.43196634586249"""
67,K_J6460,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72846,83.43195,"""https://www.google.com/maps?q=26.728458238998023,83.43194664028745"""
68,K_J6461,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.73632,83.42647,"""https://www.google.com/maps?q=26.736320479419746,83.42646701419832"""
69,K_J6462,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72243,83.43353,"""https://www.google.com/maps?q=26.722428636347512,83.43352882030794"""
70,K_J6467,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72218,83.43312,"""https://www.google.com/maps?q=26.722177630899804,83.43311500388062"""
71,K_J6468,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72205,83.43294,"""https://www.google.com/maps?q=26.72204596362911,83.43293811237871"""
72,K_J6469,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72069,83.43146,"""https://www.google.com/maps?q=26.72069351278273,83.43145619080671"""
73,K_J6470,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71969,83.43076,"""https://www.google.com/maps?q=26.719692646982306,83.43076270273096"""
74,K_J6472,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72074,83.4315,"""https://www.google.com/maps?q=26.72073504259415,83.43149507894019"""
75,K_J6479,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.71697,83.4286,"""https://www.google.com/maps?q=26.716968699502853,83.42859571360337"""
76,K_J6480,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72372,83.43519,"""https://www.google.com/maps?q=26.723723587550086,83.43518736542146"""
77,K_J6481,4,Madan Mohan Malaviya Nagar,9236478004,Sr Raja uruf Raja Yadav,Sri Avinish Bharathi,0,273010,26.72366,83.43522,"""https://www.google.com/maps?q=26.72365875209045,83.43522453334589"""
78,J207,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81113,83.39118,"""https://www.google.com/maps?q=26.811128309367422,83.39118081986213"""
79,J223,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81167,83.39794,"""https://www.google.com/maps?q=26.811670998929326,83.39794138167849"""
80,J260,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81801,83.39958,"""https://www.google.com/maps?q=26.818014682611523,83.39958447411223"""
81,J282,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81779,83.4001,"""https://www.google.com/maps?q=26.81779167890207,83.40009672905921"""
82,J441,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81111,83.39102,"""https://www.google.com/maps?q=26.811111136138823,83.3910185096995"""
83,J6090,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81673,83.40024,"""https://www.google.com/maps?q=26.816730146627176,83.40023715901285"""
84,J6091,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81791,83.40109,"""https://www.google.com/maps?q=26.8179101121357,83.40109266163903"""
85,J6160,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81777,83.40077,"""https://www.google.com/maps?q=26.817765118963226,83.40076691463706"""
86,J6161,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81761,83.40069,"""https://www.google.com/maps?q=26.817610805273105,83.40068990876287"""
87,J6356,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81645,83.39709,"""https://www.google.com/maps?q=26.816452515291704,83.39709474960421"""
88,J6357,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81658,83.39723,"""https://www.google.com/maps?q=26.81657557248178,83.39722869158385"""
89,J6360,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81431,83.39474,"""https://www.google.com/maps?q=26.81430526135602,83.3947396694623"""
90,J6361,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81419,83.39459,"""https://www.google.com/maps?q=26.8141876870853,83.39458606534106"""
91,J6362,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81252,83.39261,"""https://www.google.com/maps?q=26.812520032844535,83.39260799034713"""
92,J6389,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81484,83.39534,"""https://www.google.com/maps?q=26.81484129193472,83.39534374462819"""
93,J6390,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81766,83.40054,"""https://www.google.com/maps?q=26.817656368061105,83.40054047722785"""
94,J6391,5,Baba Gambhir Nath Nagar,9236478005,Sri mathi Hakikuni Nisha,Sri Authul Kumar,4,273001,26.81276,83.393,"""https://www.google.com/maps?q=26.812760038115094,83.39299699741329"""
95,K_J2340,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.7166,83.44061,"""https://www.google.com/maps?q=26.71659714514506,83.44061171059964"""
96,K_J6288,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.71799,83.43957,"""https://www.google.com/maps?q=26.71798737948397,83.43956698192875"""
97,K_J6289,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.7177,83.43973,"""https://www.google.com/maps?q=26.717703248075278,83.43973486363527"""
98,K_J6290,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.71436,83.44477,"""https://www.google.com/maps?q=26.71436378614773,83.44476671816446"""
99,K_J6292,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.71263,83.44746,"""https://www.google.com/maps?q=26.712634510742646,83.44746416189487"""
100,K_J6294,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.71475,83.44351,"""https://www.google.com/maps?q=26.714751675318723,83.44350887320252"""
101,K_J6295,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.71603,83.44111,"""https://www.google.com/maps?q=26.716034592579135,83.44111209019154"""
102,K_J6309,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.70837,83.45614,"""https://www.google.com/maps?q=26.708373439804166,83.45613733380216"""
103,K_J6310,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.71136,83.45046,"""https://www.google.com/maps?q=26.711364519093316,83.45045987861648"""
104,K_J6311,6,Khorabar,9236478006,Srimathi Jayanthi Devi,Sri Avinish Bharathi,0,273010,26.71281,83.44772,"""https://www.google.com/maps?q=26.7128063551256,83.44772302206923"""
105,K_J216,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74727,83.42859,"""https://www.google.com/maps?q=26.747266326588868,83.42858657845679"""
106,K_J217,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74754,83.42782,"""https://www.google.com/maps?q=26.747541399929627,83.42781649408352"""
107,K_J2343,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74773,83.4189,"""https://www.google.com/maps?q=26.74773379815899,83.41889843362496"""
108,K_J2356,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74774,83.41876,"""https://www.google.com/maps?q=26.74773852396434,83.41876060850493"""
109,K_J2357,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74798,83.41337,"""https://www.google.com/maps?q=26.74798151524893,83.41336917384861"""
110,K_J2363,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74798,83.41318,"""https://www.google.com/maps?q=26.74798151372672,83.4131795534452"""
111,K_J2372,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74723,83.42556,"""https://www.google.com/maps?q=26.747225631031576,83.42556460111925"""
112,K_J2373,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74765,83.41704,"""https://www.google.com/maps?q=26.747652484933774,83.4170365717184"""
113,K_J2394,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74766,83.41698,"""https://www.google.com/maps?q=26.74765749027561,83.41697537418837"""
114,K_J3905,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74777,83.4141,"""https://www.google.com/maps?q=26.7477705788125,83.41409700310892"""
115,K_J3914,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74542,83.41647,"""https://www.google.com/maps?q=26.74542031169731,83.41646911184114"""
116,K_J477,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.7475,83.42641,"""https://www.google.com/maps?q=26.747499084318207,83.42640662888925"""
117,K_J480,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.7475,83.42596,"""https://www.google.com/maps?q=26.74749908549757,83.42595641944173"""
118,K_J4999,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74537,83.41655,"""https://www.google.com/maps?q=26.745369803353526,83.41655275489506"""
119,K_J5295,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74762,83.42222,"""https://www.google.com/maps?q=26.747623254652122,83.42222253455631"""
120,K_J6280,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74021,83.42402,"""https://www.google.com/maps?q=26.740209766817273,83.42402200064667"""
121,K_J6315,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.737,83.4263,"""https://www.google.com/maps?q=26.73700365106123,83.42630284347403"""
122,K_J6316,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74232,83.42163,"""https://www.google.com/maps?q=26.742322196390145,83.42162906257244"""
123,K_J6317,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74425,83.41838,"""https://www.google.com/maps?q=26.744251762161134,83.41837895781435"""
124,K_J6318,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74667,83.41446,"""https://www.google.com/maps?q=26.74667201796063,83.41446043044402"""
125,K_J6339,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74763,83.42211,"""https://www.google.com/maps?q=26.747626842004255,83.42211454838178"""
126,K_J6340,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74724,83.42643,"""https://www.google.com/maps?q=26.747237306664502,83.42643183531837"""
127,K_J6341,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74724,83.4267,"""https://www.google.com/maps?q=26.74724088740895,83.42669755754099"""
128,K_J6342,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74736,83.42361,"""https://www.google.com/maps?q=26.74735973786223,83.42360988141519"""
129,K_J6343,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74742,83.42212,"""https://www.google.com/maps?q=26.74742495612745,83.42212029876309"""
130,K_J6345,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74741,83.42239,"""https://www.google.com/maps?q=26.747412796363648,83.42239191982625"""
131,K_J6346,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.7475,83.42053,"""https://www.google.com/maps?q=26.747496156159905,83.42052949230285"""
132,K_J6347,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74766,83.42107,"""https://www.google.com/maps?q=26.747661607191823,83.42106918896152"""
133,K_J6348,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74767,83.42096,"""https://www.google.com/maps?q=26.747665076205116,83.42096490910893"""
134,K_J6349,7,Mahadev Jharkhandi Tukra Number 2,9236478007,Sri Upendra,Sri Suresh Kumar Sharma,0,273008,26.74784,83.41647,"""https://www.google.com/maps?q=26.747841746965456,83.41647041029768"""
