SensorDataId,Timestamp,PercentageWater,StationId,LocationName,Latitude,Longitude,LocationType
16188,00:57.0,74.32,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16188,00:57.0,74.32,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16187,45:57.0,74.22,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16187,45:57.0,74.22,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16186,30:57.0,73.93,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16186,30:57.0,73.93,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16185,15:57.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16185,15:57.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16184,00:57.0,74.68,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16184,00:57.0,74.68,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16183,45:57.0,74.37,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16183,45:57.0,74.37,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16182,30:57.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16182,30:57.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16181,15:57.0,74.19,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16181,15:57.0,74.19,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16180,00:57.0,74.37,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16180,00:57.0,74.37,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16179,45:57.0,73.96,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16179,45:57.0,73.96,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16178,30:57.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16178,30:57.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16177,15:57.0,74.51,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16177,15:57.0,74.51,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16176,00:57.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16176,00:57.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16175,45:57.0,74.22,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16175,45:57.0,74.22,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16174,30:57.0,74.48,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16174,30:57.0,74.48,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16173,15:57.0,74.05,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16173,15:57.0,74.05,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16172,00:57.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16172,00:57.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16171,45:57.0,74.42,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16171,45:57.0,74.42,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16170,30:57.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16170,30:57.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16169,15:57.0,74.53,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16169,15:57.0,74.53,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16168,00:57.0,74.24,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16168,00:57.0,74.24,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16167,45:57.0,74.77,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16167,45:57.0,74.77,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16166,30:57.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16166,30:57.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16165,15:57.0,74.63,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16165,15:57.0,74.63,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16164,00:57.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16164,00:57.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16163,45:57.0,74.21,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16163,45:57.0,74.21,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16162,30:57.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16162,30:57.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16161,15:57.0,74.43,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16161,15:57.0,74.43,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16160,00:57.0,74.25,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16160,00:57.0,74.25,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16159,45:57.0,74.72,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16159,45:57.0,74.72,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16158,30:57.0,74.27,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16158,30:57.0,74.27,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16157,15:57.0,74.2,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16157,15:57.0,74.2,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16156,00:57.0,74.11,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16156,00:57.0,74.11,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16155,45:57.0,74.17,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16155,45:57.0,74.17,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16154,30:57.0,74.81,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16154,30:57.0,74.81,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16153,15:57.0,74.51,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16153,15:57.0,74.51,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16152,00:57.0,74.69,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16152,00:57.0,74.69,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16151,45:57.0,74.39,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16151,45:57.0,74.39,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16150,30:57.0,73.93,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16150,30:57.0,73.93,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16149,15:57.0,74.46,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16149,15:57.0,74.46,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16148,00:57.0,74.36,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16148,00:57.0,74.36,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16147,45:57.0,74.27,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16147,45:57.0,74.27,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16146,30:57.0,74.07,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16146,30:57.0,74.07,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16145,15:57.0,74.53,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16145,15:57.0,74.53,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16144,00:57.0,74.74,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16144,00:57.0,74.74,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16143,45:57.0,74.46,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16143,45:57.0,74.46,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16142,30:56.0,74.01,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16142,30:56.0,74.01,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16141,15:56.0,74.47,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16141,15:56.0,74.47,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16140,00:56.0,74.12,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16140,00:56.0,74.12,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16139,45:56.0,74.02,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16139,45:56.0,74.02,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16138,30:56.0,74.38,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16138,30:56.0,74.38,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16137,15:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16137,15:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16136,00:56.0,73.99,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16136,00:56.0,73.99,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16135,45:56.0,74.09,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16135,45:56.0,74.09,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16134,30:56.0,74.69,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16134,30:56.0,74.69,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16133,15:56.0,73.97,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16133,15:56.0,73.97,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16132,00:56.0,74.34,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16132,00:56.0,74.34,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16131,45:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16131,45:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16130,30:56.0,74.29,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16130,30:56.0,74.29,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16129,15:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16129,15:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16128,00:56.0,74.41,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16128,00:56.0,74.41,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16127,45:56.0,74.56,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16127,45:56.0,74.56,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16126,30:56.0,74.24,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16126,30:56.0,74.24,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16125,15:56.0,74.06,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16125,15:56.0,74.06,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16124,00:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16124,00:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16123,45:56.0,74.03,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16123,45:56.0,74.03,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16122,30:56.0,74.32,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16122,30:56.0,74.32,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16121,15:56.0,74.27,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16121,15:56.0,74.27,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16120,00:56.0,74.39,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16120,00:56.0,74.39,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16119,45:56.0,74.2,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16119,45:56.0,74.2,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16118,30:56.0,74.75,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16118,30:56.0,74.75,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16117,15:56.0,74.65,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16117,15:56.0,74.65,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16116,00:56.0,74.43,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16116,00:56.0,74.43,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16115,45:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16115,45:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16114,30:56.0,74.63,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16114,30:56.0,74.63,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16113,15:56.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16113,15:56.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16112,00:56.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16112,00:56.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16111,45:56.0,74.19,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16111,45:56.0,74.19,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16110,30:56.0,74.17,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16110,30:56.0,74.17,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16109,15:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16109,15:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16108,00:56.0,74.29,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16108,00:56.0,74.29,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16107,45:56.0,74.23,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16107,45:56.0,74.23,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16106,30:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16106,30:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16105,15:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16105,15:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16104,00:56.0,73.99,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16104,00:56.0,73.99,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16103,45:56.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16103,45:56.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16102,30:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16102,30:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16101,15:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16101,15:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16100,00:56.0,74.68,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16100,00:56.0,74.68,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16099,45:56.0,74.65,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16099,45:56.0,74.65,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16098,30:56.0,74.12,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16098,30:56.0,74.12,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16097,15:56.0,74.21,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16097,15:56.0,74.21,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16096,00:56.0,74.42,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16096,00:56.0,74.42,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16095,45:56.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16095,45:56.0,74.3,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16094,30:56.0,74.02,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16094,30:56.0,74.02,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16093,15:56.0,74.35,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16093,15:56.0,74.35,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16092,00:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16092,00:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16091,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16091,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16090,30:56.0,74.42,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16090,30:56.0,74.42,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16089,15:56.0,74.21,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16089,15:56.0,74.21,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16088,00:56.0,74.17,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16088,00:56.0,74.17,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16087,45:56.0,74.04,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16087,45:56.0,74.04,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16086,30:56.0,74.04,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16086,30:56.0,74.04,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16085,15:56.0,74.52,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16085,15:56.0,74.52,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16084,00:56.0,74.23,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16084,00:56.0,74.23,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16083,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16083,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16082,30:56.0,74.29,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16082,30:56.0,74.29,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16081,15:56.0,74.07,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16081,15:56.0,74.07,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16080,00:56.0,74.59,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16080,00:56.0,74.59,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16079,45:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16079,45:56.0,74.57,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16078,30:56.0,74.34,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16078,30:56.0,74.34,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16077,15:56.0,74.63,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16077,15:56.0,74.63,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16076,00:56.0,74.28,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16076,00:56.0,74.28,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16075,45:56.0,74.59,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16075,45:56.0,74.59,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16074,30:56.0,74.34,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16074,30:56.0,74.34,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16073,15:56.0,74.36,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16073,15:56.0,74.36,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16072,00:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16072,00:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16071,45:56.0,74.16,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16071,45:56.0,74.16,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16070,30:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16070,30:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16069,15:56.0,74.65,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16069,15:56.0,74.65,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16068,00:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16068,00:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16067,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16067,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16066,30:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16066,30:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16065,15:56.0,74.11,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16065,15:56.0,74.11,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16064,00:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16064,00:56.0,74.45,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16063,45:56.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16063,45:56.0,74.54,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16062,30:56.0,74.71,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16062,30:56.0,74.71,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16061,15:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16061,15:56.0,74.55,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16060,00:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16060,00:56.0,74.49,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16059,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16059,45:56.0,74.4,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16058,30:56.0,73.91,GUFEW047,Mahui Sugharpur / Fulwariya,26.72178028,83.37508738,Nala
16058,30:56.0,73.91,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
16057,15:56.0,74.82,GUFEW047,Mahui Sugharpur / Fulwariya,26.721924,83.37504,Nala
