Id,StationId,LocationId,TimeStamp,MobileNumber,Battery,RainHourly,RainDaily,CreatedDate,IsApproved,0-33-020,0-33-005,0-08-083,DetailedQCFlag
8652,GUFEW112,19,2024-11-17 17:45:00.0000000,,11.20,0.00,0.00,2024-11-17 17:54:33.000,1,0,0,NULL,1
8655,GUFEW111,18,2024-11-17 18:15:00.0000000," 9876543210",11.20,0.00,0.00,2024-11-17 18:24:34.000,1,0,0,NULL,1
8656,GUFEW112,19,2024-11-17 18:15:00.0000000,,11.20,0.00,0.00,2024-11-17 18:24:34.000,1,0,0,NULL,1
8657,GUFEW111,18,2024-11-17 18:30:00.0000000," 9876543210",11.20,0.00,0.00,2024-11-17 18:39:33.000,1,0,0,NULL,1
8658,GUFEW112,19,2024-11-17 18:30:00.0000000,,11.20,0.00,0.00,2024-11-17 18:39:33.000,1,0,0,NULL,1
8659,GUFEW111,18,2024-11-17 18:45:00.0000000," 9876543210",11.10,0.00,0.00,2024-11-17 18:54:33.000,1,0,0,NULL,1
8660,GUFEW112,19,2024-11-17 18:45:00.0000000,,11.20,0.00,0.00,2024-11-17 18:54:33.000,1,0,0,NULL,1
8667,GUFEW111,18,2024-11-17 19:45:00.0000000," 9876543210",11.10,0.00,0.00,2024-11-17 19:54:33.000,1,0,0,NULL,1
8668,GUFEW112,19,2024-11-17 19:45:00.0000000,,11.10,0.00,0.00,2024-11-17 19:54:33.000,1,0,0,NULL,1
8671,GUFEW111,18,2024-11-17 20:15:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 20:24:33.000,1,0,0,NULL,1
8672,GUFEW112,19,2024-11-17 20:15:00.0000000,,11.10,0.00,0.00,2024-11-17 20:24:33.000,1,0,0,NULL,1
8673,GUFEW111,18,2024-11-17 20:30:00.0000000," 9876543210",11.10,0.00,0.00,2024-11-17 20:39:33.000,1,0,0,NULL,1
8674,GUFEW112,19,2024-11-17 20:30:00.0000000,,11.10,0.00,0.00,2024-11-17 20:39:33.000,1,0,0,NULL,1
8678,GUFEW111,18,2024-11-17 21:00:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 21:24:33.000,1,0,0,NULL,1
8679,GUFEW111,18,2024-11-17 21:15:00.0000000," 9876543210",11.10,0.00,0.00,2024-11-17 21:24:33.000,1,0,0,NULL,1
8680,GUFEW112,19,2024-11-17 21:15:00.0000000,,11.10,0.00,0.00,2024-11-17 21:24:33.000,1,0,0,NULL,1
8681,GUFEW111,18,2024-11-17 21:30:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 21:39:33.000,1,0,0,NULL,1
8682,GUFEW112,19,2024-11-17 21:30:00.0000000,,11.10,0.00,0.00,2024-11-17 21:39:33.000,1,0,0,NULL,1
8683,GUFEW111,18,2024-11-17 21:45:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 21:54:33.000,1,0,0,NULL,1
8689,GUFEW112,19,2024-11-17 22:30:00.0000000,,11.00,0.00,0.00,2024-11-17 22:39:33.000,1,0,0,NULL,1
8690,GUFEW111,18,2024-11-17 22:30:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 22:54:33.000,1,0,0,NULL,1
8691,GUFEW111,18,2024-11-17 22:45:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 22:54:33.000,1,0,0,NULL,1
8692,GUFEW112,19,2024-11-17 22:45:00.0000000,,11.00,0.00,0.00,2024-11-17 22:54:33.000,1,0,0,NULL,1
8695,GUFEW111,18,2024-11-17 23:15:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-17 23:24:33.000,1,0,0,NULL,1
8696,GUFEW112,19,2024-11-17 23:15:00.0000000,,10.90,0.00,0.00,2024-11-17 23:24:33.000,1,0,0,NULL,1
8698,GUFEW111,18,2024-11-17 23:30:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 23:54:33.000,1,0,0,NULL,1
8699,GUFEW111,18,2024-11-17 23:45:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-17 23:54:33.000,1,0,0,NULL,1
8345,GUFEW111,18,2024-11-16 03:30:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-16 03:34:33.000,1,0,0,NULL,1
8346,GUFEW112,19,2024-11-16 03:30:00.0000000,,10.90,0.00,0.00,2024-11-16 03:34:33.000,1,0,0,NULL,1
8372,GUFEW111,18,2024-11-16 07:00:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-16 07:04:33.000,1,0,0,NULL,1
8389,GUFEW112,19,2024-11-16 08:45:00.0000000,,11.90,0.00,0.00,2024-11-16 09:04:33.000,1,0,0,NULL,1
8390,GUFEW112,19,2024-11-16 09:00:00.0000000,,11.90,0.00,0.00,2024-11-16 09:04:33.000,1,0,0,NULL,1
8388,GUFEW111,18,2024-11-16 09:00:00.0000000," 9876543210",11.80,0.00,0.00,2024-11-16 09:04:33.000,1,0,0,NULL,1
8417,GUFEW112,19,2024-11-16 12:30:00.0000000,,12.20,0.00,0.00,2024-11-16 12:39:33.000,1,0,0,NULL,1
8529,GUFEW112,19,2024-11-17 02:30:00.0000000,,11.00,0.00,0.00,2024-11-17 02:39:33.000,1,0,0,NULL,1
8545,GUFEW111,18,2024-11-17 04:30:00.0000000," 9876543210",10.60,0.00,0.00,2024-11-17 04:39:33.000,1,0,0,NULL,1
8549,GUFEW111,18,2024-11-17 05:00:00.0000000," 9876543210",10.60,0.00,0.00,2024-11-17 05:09:33.000,1,0,0,NULL,1
8550,GUFEW112,19,2024-11-17 05:00:00.0000000,,10.80,0.00,0.00,2024-11-17 05:09:33.000,1,0,0,NULL,1
8553,GUFEW112,19,2024-11-17 05:30:00.0000000,,10.80,0.00,0.00,2024-11-17 05:39:33.000,1,0,0,NULL,1
8565,GUFEW111,18,2024-11-17 07:00:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-17 07:09:34.000,1,0,0,NULL,1
8573,GUFEW112,19,2024-11-17 08:00:00.0000000,,11.80,0.00,0.00,2024-11-17 08:09:33.000,1,0,0,NULL,1
8580,GUFEW111,18,2024-11-17 08:45:00.0000000," 9876543210",11.90,0.00,0.00,2024-11-17 09:09:33.000,1,0,0,NULL,1
8581,GUFEW111,18,2024-11-17 09:00:00.0000000," 9876543210",11.70,0.00,0.00,2024-11-17 09:09:33.000,1,0,0,NULL,1
8582,GUFEW112,19,2024-11-17 09:00:00.0000000,,11.90,0.00,0.00,2024-11-17 09:09:33.000,1,0,0,NULL,1
8629,GUFEW111,18,2024-11-17 15:00:00.0000000," 9876543210",12.10,0.00,0.00,2024-11-17 15:09:33.000,1,0,0,NULL,1
8631,GUFEW111,18,2024-11-17 15:30:00.0000000," 9876543210",12.00,0.00,0.00,2024-11-17 15:39:33.000,1,0,0,NULL,1
8653,GUFEW111,18,2024-11-17 18:00:00.0000000," 9876543210",11.20,0.00,0.00,2024-11-17 18:09:33.000,1,0,0,NULL,1
8654,GUFEW112,19,2024-11-17 18:00:00.0000000,,11.30,0.00,0.00,2024-11-17 18:09:33.000,1,0,0,NULL,1
8693,GUFEW111,18,2024-11-17 23:00:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-17 23:09:33.000,1,0,0,NULL,1
8694,GUFEW112,19,2024-11-17 23:00:00.0000000,,11.00,0.00,0.00,2024-11-17 23:09:33.000,1,0,0,NULL,1
8700,GUFEW112,19,2024-11-17 23:45:00.0000000,,10.90,0.00,0.00,2024-11-17 23:54:33.000,1,0,0,NULL,1
8701,GUFEW111,18,2024-11-18 00:00:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-18 00:09:33.000,1,0,0,NULL,1
8702,GUFEW112,19,2024-11-18 00:00:00.0000000,,11.00,0.00,0.00,2024-11-18 00:09:33.000,1,0,0,NULL,1
8705,GUFEW112,19,2024-11-18 00:30:00.0000000,,10.90,0.00,0.00,2024-11-18 00:39:33.000,1,0,0,NULL,1
8706,GUFEW111,18,2024-11-18 00:30:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-18 00:54:33.000,1,0,0,NULL,1
8707,GUFEW111,18,2024-11-18 00:45:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-18 00:54:33.000,1,0,0,NULL,1
8708,GUFEW112,19,2024-11-18 00:45:00.0000000,,10.90,0.00,0.00,2024-11-18 00:54:33.000,1,0,0,NULL,1
8709,GUFEW112,19,2024-11-18 01:00:00.0000000,,11.00,0.00,0.00,2024-11-18 01:09:33.000,1,0,0,NULL,1
8713,GUFEW111,18,2024-11-18 01:00:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-18 02:09:33.000,1,0,0,NULL,1
8714,GUFEW111,18,2024-11-18 01:15:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-18 02:09:33.000,1,0,0,NULL,1
8715,GUFEW111,18,2024-11-18 01:30:00.0000000," 9876543210",11.00,0.00,0.00,2024-11-18 02:09:33.000,1,0,0,NULL,1
8716,GUFEW111,18,2024-11-18 01:45:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-18 02:09:33.000,1,0,0,NULL,1
8717,GUFEW111,18,2024-11-18 02:00:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-18 02:09:33.000,1,0,0,NULL,1
8719,GUFEW112,19,2024-11-18 02:00:00.0000000,,10.80,0.00,0.00,2024-11-18 02:24:33.000,1,0,0,NULL,1
8720,GUFEW112,19,2024-11-18 02:15:00.0000000,,10.90,0.00,0.00,2024-11-18 02:24:33.000,1,0,0,NULL,1
8718,GUFEW111,18,2024-11-18 02:15:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 02:24:33.000,1,0,0,NULL,1
8721,GUFEW111,18,2024-11-18 02:30:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 02:39:34.000,1,0,0,NULL,1
8722,GUFEW112,19,2024-11-18 02:30:00.0000000,,10.90,0.00,0.00,2024-11-18 02:39:34.000,1,0,0,NULL,1
8723,GUFEW111,18,2024-11-18 02:45:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-18 02:54:33.000,1,0,0,NULL,1
8724,GUFEW112,19,2024-11-18 02:45:00.0000000,,10.80,0.00,0.00,2024-11-18 02:54:33.000,1,0,0,NULL,1
8725,GUFEW111,18,2024-11-18 03:00:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 03:09:33.000,1,0,0,NULL,1
8726,GUFEW112,19,2024-11-18 03:00:00.0000000,,10.90,0.00,0.00,2024-11-18 03:24:34.000,1,0,0,NULL,1
8727,GUFEW112,19,2024-11-18 03:15:00.0000000,,10.90,0.00,0.00,2024-11-18 03:24:34.000,1,0,0,NULL,1
8733,GUFEW111,18,2024-11-18 04:00:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 04:09:33.000,1,0,0,NULL,1
8734,GUFEW112,19,2024-11-18 04:00:00.0000000,,10.90,0.00,0.00,2024-11-18 04:09:33.000,1,0,0,NULL,1
8739,GUFEW111,18,2024-11-18 04:45:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 04:54:33.000,1,0,0,NULL,1
8740,GUFEW111,18,2024-11-18 05:00:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 05:09:33.000,1,0,0,NULL,1
8741,GUFEW111,18,2024-11-18 05:15:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-18 05:24:33.000,1,0,0,NULL,1
8744,GUFEW112,19,2024-11-18 04:45:00.0000000,,10.80,0.00,0.00,2024-11-18 05:54:33.000,1,0,0,NULL,1
8745,GUFEW112,19,2024-11-18 05:00:00.0000000,,10.90,0.00,0.00,2024-11-18 05:54:33.000,1,0,0,NULL,1
8746,GUFEW112,19,2024-11-18 05:15:00.0000000,,10.80,0.00,0.00,2024-11-18 05:54:33.000,1,0,0,NULL,1
8747,GUFEW112,19,2024-11-18 05:30:00.0000000,,10.80,0.00,0.00,2024-11-18 05:54:33.000,1,0,0,NULL,1
8748,GUFEW112,19,2024-11-18 05:45:00.0000000,,10.80,0.00,0.00,2024-11-18 05:54:33.000,1,0,0,NULL,1
8743,GUFEW111,18,2024-11-18 05:45:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-18 05:54:33.000,1,0,0,NULL,1
8749,GUFEW112,19,2024-11-18 06:00:00.0000000,,10.80,0.00,0.00,2024-11-18 06:09:33.000,1,0,0,NULL,1
8347,GUFEW111,18,2024-11-16 03:45:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-16 04:04:33.000,1,0,0,NULL,1
8349,GUFEW112,19,2024-11-16 03:45:00.0000000,,10.90,0.00,0.00,2024-11-16 04:04:33.000,1,0,0,NULL,1
8350,GUFEW112,19,2024-11-16 04:00:00.0000000,,10.90,0.00,0.00,2024-11-16 04:04:33.000,1,0,0,NULL,1
8348,GUFEW111,18,2024-11-16 04:00:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-16 04:04:33.000,1,0,0,NULL,1
8357,GUFEW111,18,2024-11-16 05:00:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-16 05:04:33.000,1,0,0,NULL,1
8358,GUFEW112,19,2024-11-16 05:00:00.0000000,,10.90,0.00,0.00,2024-11-16 05:04:33.000,1,0,0,NULL,1
8361,GUFEW111,18,2024-11-16 05:30:00.0000000," 9876543210",10.60,0.00,0.00,2024-11-16 05:34:33.000,1,0,0,NULL,1
8362,GUFEW112,19,2024-11-16 05:30:00.0000000,,10.80,0.00,0.00,2024-11-16 05:34:33.000,1,0,0,NULL,1
8365,GUFEW111,18,2024-11-16 06:00:00.0000000," 9876543210",10.60,0.00,0.00,2024-11-16 06:04:33.000,1,0,0,NULL,1
8366,GUFEW112,19,2024-11-16 06:00:00.0000000,,10.80,0.00,0.00,2024-11-16 06:04:33.000,1,0,0,NULL,1
8393,GUFEW111,18,2024-11-16 09:30:00.0000000," 9876543210",11.90,0.00,0.00,2024-11-16 09:34:33.000,1,0,0,NULL,1
8402,GUFEW112,19,2024-11-16 10:30:00.0000000,,12.00,0.00,0.00,2024-11-16 10:49:33.000,1,0,0,NULL,1
8403,GUFEW112,19,2024-11-16 10:45:00.0000000,,12.10,0.00,0.00,2024-11-16 10:49:33.000,1,0,0,NULL,1
8404,GUFEW111,18,2024-11-16 10:45:00.0000000," 9876543210",12.10,0.00,0.00,2024-11-16 11:04:33.000,1,0,0,NULL,1
8405,GUFEW111,18,2024-11-16 11:00:00.0000000," 9876543210",12.00,0.00,0.00,2024-11-16 11:04:33.000,1,0,0,NULL,1
8406,GUFEW112,19,2024-11-16 11:00:00.0000000,,12.10,0.00,0.00,2024-11-16 11:04:33.000,1,0,0,NULL,1
8407,GUFEW111,18,2024-11-16 11:15:00.0000000," 9876543210",12.10,0.00,0.00,2024-11-16 11:24:33.000,1,0,0,NULL,1
8408,GUFEW112,19,2024-11-16 11:15:00.0000000,,12.10,0.00,0.00,2024-11-16 11:24:33.000,1,0,0,NULL,1
8414,GUFEW112,19,2024-11-16 11:45:00.0000000,,12.10,0.00,0.00,2024-11-16 12:24:33.000,1,0,0,NULL,1
8415,GUFEW112,19,2024-11-16 12:00:00.0000000,,12.20,0.00,0.00,2024-11-16 12:24:33.000,1,0,0,NULL,1
8416,GUFEW112,19,2024-11-16 12:15:00.0000000,,12.20,0.00,0.00,2024-11-16 12:24:33.000,1,0,0,NULL,1
8413,GUFEW111,18,2024-11-16 12:15:00.0000000," 9876543210",11.90,0.00,0.00,2024-11-16 12:24:33.000,1,0,0,NULL,1
8427,GUFEW112,19,2024-11-16 13:30:00.0000000,,12.20,0.00,0.00,2024-11-16 13:54:33.000,1,0,0,NULL,1
8428,GUFEW112,19,2024-11-16 13:45:00.0000000,,12.20,0.00,0.00,2024-11-16 13:54:33.000,1,0,0,NULL,1
8426,GUFEW111,18,2024-11-16 13:45:00.0000000," 9876543210",12.00,0.00,0.00,2024-11-16 13:54:33.000,1,0,0,NULL,1
8437,GUFEW112,19,2024-11-16 15:00:00.0000000,,12.10,0.00,0.00,2024-11-16 15:09:33.000,1,0,0,NULL,1
8446,GUFEW111,18,2024-11-16 16:00:00.0000000," 9876543210",12.10,0.00,0.00,2024-11-16 16:24:34.000,1,0,0,NULL,1
8447,GUFEW111,18,2024-11-16 16:15:00.0000000," 9876543210",11.90,0.00,0.00,2024-11-16 16:24:34.000,1,0,0,NULL,1
8448,GUFEW112,19,2024-11-16 16:15:00.0000000,,11.80,0.00,0.00,2024-11-16 16:39:33.000,1,0,0,NULL,1
8449,GUFEW112,19,2024-11-16 16:30:00.0000000,,11.60,0.00,0.00,2024-11-16 16:39:33.000,1,0,0,NULL,1
8489,GUFEW111,18,2024-11-16 21:30:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-16 21:39:33.000,1,0,0,NULL,1
8490,GUFEW112,19,2024-11-16 21:30:00.0000000,,11.00,0.00,0.00,2024-11-16 21:39:33.000,1,0,0,NULL,1
8491,GUFEW111,18,2024-11-16 21:45:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-16 21:54:33.000,1,0,0,NULL,1
8492,GUFEW112,19,2024-11-16 21:45:00.0000000,,11.00,0.00,0.00,2024-11-16 21:54:33.000,1,0,0,NULL,1
8493,GUFEW112,19,2024-11-16 22:00:00.0000000,,11.10,0.00,0.00,2024-11-16 22:09:33.000,1,0,0,NULL,1
8494,GUFEW111,18,2024-11-16 22:00:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-16 22:39:33.000,1,0,0,NULL,1
8495,GUFEW111,18,2024-11-16 22:15:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-16 22:39:33.000,1,0,0,NULL,1
8496,GUFEW111,18,2024-11-16 22:30:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-16 22:39:33.000,1,0,0,NULL,1
8498,GUFEW112,19,2024-11-16 22:15:00.0000000,,11.00,0.00,0.00,2024-11-16 22:54:33.000,1,0,0,NULL,1
8499,GUFEW112,19,2024-11-16 22:30:00.0000000,,11.10,0.00,0.00,2024-11-16 22:54:33.000,1,0,0,NULL,1
8500,GUFEW112,19,2024-11-16 22:45:00.0000000,,11.10,0.00,0.00,2024-11-16 22:54:33.000,1,0,0,NULL,1
8497,GUFEW111,18,2024-11-16 22:45:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-16 22:54:33.000,1,0,0,NULL,1
8503,GUFEW111,18,2024-11-16 23:15:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-16 23:24:33.000,1,0,0,NULL,1
8504,GUFEW112,19,2024-11-16 23:15:00.0000000,,11.00,0.00,0.00,2024-11-16 23:24:33.000,1,0,0,NULL,1
8505,GUFEW111,18,2024-11-16 23:30:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-16 23:54:33.000,1,0,0,NULL,1
8507,GUFEW112,19,2024-11-16 23:30:00.0000000,,11.00,0.00,0.00,2024-11-16 23:54:33.000,1,0,0,NULL,1
8508,GUFEW112,19,2024-11-16 23:45:00.0000000,,11.10,0.00,0.00,2024-11-16 23:54:33.000,1,0,0,NULL,1
8506,GUFEW111,18,2024-11-16 23:45:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-16 23:54:33.000,1,0,0,NULL,1
8540,GUFEW111,18,2024-11-17 03:45:00.0000000," 9876543210",10.60,0.00,0.00,2024-11-17 04:09:33.000,1,0,0,NULL,1
8541,GUFEW111,18,2024-11-17 04:00:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-17 04:09:33.000,1,0,0,NULL,1
8542,GUFEW112,19,2024-11-17 04:00:00.0000000,,10.90,0.00,0.00,2024-11-17 04:09:33.000,1,0,0,NULL,1
8557,GUFEW111,18,2024-11-17 06:00:00.0000000," 9876543210",10.60,0.00,0.00,2024-11-17 06:09:33.000,1,0,0,NULL,1
8558,GUFEW112,19,2024-11-17 06:00:00.0000000,,10.80,0.00,0.00,2024-11-17 06:09:33.000,1,0,0,NULL,1
8561,GUFEW111,18,2024-11-17 06:30:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-17 06:39:33.000,1,0,0,NULL,1
8562,GUFEW112,19,2024-11-17 06:30:00.0000000,,10.90,0.00,0.00,2024-11-17 06:39:33.000,1,0,0,NULL,1
8577,GUFEW111,18,2024-11-17 08:30:00.0000000," 9876543210",11.60,0.00,0.00,2024-11-17 08:39:33.000,1,0,0,NULL,1
8593,GUFEW111,18,2024-11-17 10:30:00.0000000," 9876543210",11.90,0.00,0.00,2024-11-17 10:39:34.000,1,0,0,NULL,1
8594,GUFEW112,19,2024-11-17 10:30:00.0000000,,12.00,0.00,0.00,2024-11-17 10:39:34.000,1,0,0,NULL,1
8597,GUFEW111,18,2024-11-17 11:00:00.0000000," 9876543210",12.00,0.00,0.00,2024-11-17 11:09:32.000,1,0,0,NULL,1
8450,GUFEW111,18,2024-11-16 16:30:00.0000000," 9876543210",11.40,0.00,0.00,2024-11-16 16:54:34.000,1,0,0,NULL,1
8451,GUFEW111,18,2024-11-16 16:45:00.0000000," 9876543210",11.40,0.00,0.00,2024-11-16 16:54:34.000,1,0,0,NULL,1
8510,GUFEW111,18,2024-11-17 00:15:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-17 00:24:33.000,1,0,0,NULL,1
8530,GUFEW111,18,2024-11-17 02:30:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-17 02:54:33.000,1,0,0,NULL,1
8531,GUFEW111,18,2024-11-17 02:45:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-17 02:54:33.000,1,0,0,NULL,1
8532,GUFEW112,19,2024-11-17 02:45:00.0000000,,10.90,0.00,0.00,2024-11-17 02:54:33.000,1,0,0,NULL,1
8598,GUFEW112,19,2024-11-17 11:00:00.0000000,,12.10,0.00,0.00,2024-11-17 11:09:32.000,1,0,0,NULL,1
8604,GUFEW111,18,2024-11-17 11:45:00.0000000," 9876543210",11.90,0.00,0.00,2024-11-17 12:09:33.000,1,0,0,NULL,1
8605,GUFEW111,18,2024-11-17 12:00:00.0000000," 9876543210",12.00,0.00,0.00,2024-11-17 12:09:33.000,1,0,0,NULL,1
8606,GUFEW112,19,2024-11-17 12:00:00.0000000,,12.10,0.00,0.00,2024-11-17 12:09:33.000,1,0,0,NULL,1
8641,GUFEW111,18,2024-11-17 16:30:00.0000000," 9876543210",11.60,0.00,0.00,2024-11-17 16:39:33.000,1,0,0,NULL,1
8642,GUFEW112,19,2024-11-17 16:30:00.0000000,,11.60,0.00,0.00,2024-11-17 16:39:33.000,1,0,0,NULL,1
8645,GUFEW111,18,2024-11-17 17:00:00.0000000," 9876543210",11.30,0.00,0.00,2024-11-17 17:09:33.000,1,0,0,NULL,1
8646,GUFEW112,19,2024-11-17 17:00:00.0000000,,11.40,0.00,0.00,2024-11-17 17:09:33.000,1,0,0,NULL,1
8661,GUFEW111,18,2024-11-17 19:00:00.0000000," 9876543210",11.20,0.00,0.00,2024-11-17 19:09:33.000,1,0,0,NULL,1
8662,GUFEW112,19,2024-11-17 19:00:00.0000000,,11.20,0.00,0.00,2024-11-17 19:09:33.000,1,0,0,NULL,1
8669,GUFEW111,18,2024-11-17 20:00:00.0000000," 9876543210",11.10,0.00,0.00,2024-11-17 20:09:33.000,1,0,0,NULL,1
8670,GUFEW112,19,2024-11-17 20:00:00.0000000,,11.10,0.00,0.00,2024-11-17 20:09:33.000,1,0,0,NULL,1
8676,GUFEW112,19,2024-11-17 20:45:00.0000000,,11.10,0.00,0.00,2024-11-17 21:09:33.000,1,0,0,NULL,1
8677,GUFEW112,19,2024-11-17 21:00:00.0000000,,11.10,0.00,0.00,2024-11-17 21:09:33.000,1,0,0,NULL,1
8685,GUFEW112,19,2024-11-17 21:45:00.0000000,,11.00,0.00,0.00,2024-11-17 22:09:33.000,1,0,0,NULL,1
8686,GUFEW112,19,2024-11-17 22:00:00.0000000,,11.10,0.00,0.00,2024-11-17 22:09:33.000,1,0,0,NULL,1
8684,GUFEW111,18,2024-11-17 22:00:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-17 22:09:33.000,1,0,0,NULL,1
8697,GUFEW112,19,2024-11-17 23:30:00.0000000,,10.90,0.00,0.00,2024-11-17 23:39:33.000,1,0,0,NULL,1
8728,GUFEW111,18,2024-11-18 03:15:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 03:39:33.000,1,0,0,NULL,1
8729,GUFEW111,18,2024-11-18 03:30:00.0000000," 9876543210",10.90,0.00,0.00,2024-11-18 03:39:33.000,1,0,0,NULL,1
8730,GUFEW112,19,2024-11-18 03:30:00.0000000,,10.80,0.00,0.00,2024-11-18 03:39:33.000,1,0,0,NULL,1
8742,GUFEW111,18,2024-11-18 05:30:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-18 05:39:33.000,1,0,0,NULL,1
8750,GUFEW111,18,2024-11-18 06:00:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 06:24:33.000,1,0,0,NULL,1
8751,GUFEW111,18,2024-11-18 06:15:00.0000000," 9876543210",10.80,0.00,0.00,2024-11-18 06:24:33.000,1,0,0,NULL,1
8752,GUFEW112,19,2024-11-18 06:15:00.0000000,,10.80,0.00,0.00,2024-11-18 06:24:33.000,1,0,0,NULL,1
8753,GUFEW111,18,2024-11-18 06:30:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-18 06:39:33.000,1,0,0,NULL,1
8754,GUFEW112,19,2024-11-18 06:30:00.0000000,,10.80,0.00,0.00,2024-11-18 06:39:33.000,1,0,0,NULL,1
8755,GUFEW111,18,2024-11-18 06:45:00.0000000," 9876543210",10.70,0.00,0.00,2024-11-18 06:54:33.000,1,0,0,NULL,1
8756,GUFEW112,19,2024-11-18 06:45:00.0000000,,10.80,0.00,0.00,2024-11-18 06:54:33.000,1,0,0,NULL,1
8761,GUFEW111,18,2024-11-18 07:30:00.0000000," 9876543210",11.40,0.00,0.00,2024-11-18 07:39:36.000,1,0,0,NULL,1
8762,GUFEW112,19,2024-11-18 07:30:00.0000000,,11.70,0.00,0.00,2024-11-18 07:39:36.000,1,0,0,NULL,1
8765,GUFEW112,19,2024-11-18 07:45:00.0000000,,12.10,0.00,0.00,2024-11-18 08:09:33.000,1,0,0,NULL,1
8766,GUFEW112,19,2024-11-18 08:00:00.0000000,,11.90,0.00,0.00,2024-11-18 08:09:33.000,1,0,0,NULL,1
8764,GUFEW111,18,2024-11-18 08:00:00.0000000," 9876543210",11.80,0.00,0.00,2024-11-18 08:09:33.000,1,0,0,NULL,1
8769,GUFEW112,19,2024-11-18 08:30:00.0000000,,11.90,0.00,0.00,2024-11-18 08:39:33.000,1,0,0,NULL,1
8770,GUFEW111,18,2024-11-18 08:30:00.0000000," 9876543210",11.80,0.00,0.00,2024-11-18 08:54:33.000,1,0,0,NULL,1
8771,GUFEW111,18,2024-11-18 08:45:00.0000000," 9876543210",11.90,0.00,0.00,2024-11-18 08:54:33.000,1,0,0,NULL,1
8775,GUFEW112,19,2024-11-18 09:15:00.0000000,,11.90,0.00,0.00,2024-11-18 09:24:33.000,1,0,0,NULL,1
8783,GUFEW111,18,2024-11-18 10:15:00.0000000," 9876543210",12.00,0.00,0.00,2024-11-18 10:24:33.000,1,0,0,NULL,1
8784,GUFEW112,19,2024-11-18 10:15:00.0000000,,12.00,0.00,0.00,2024-11-18 10:24:33.000,1,0,0,NULL,1
8787,GUFEW111,18,2024-11-18 10:45:00.0000000," 9876543210",12.00,0.00,0.00,2024-11-18 10:54:33.000,1,0,0,NULL,1
8788,GUFEW112,19,2024-11-18 10:45:00.0000000,,12.10,0.00,0.00,2024-11-18 10:54:33.000,1,0,0,NULL,1
8789,GUFEW111,18,2024-11-18 11:00:00.0000000," 9876543210",11.80,0.00,0.00,2024-11-18 11:09:33.000,1,0,0,NULL,1
8797,GUFEW112,19,2024-11-18 12:15:00.0000000,,12.20,0.00,0.00,2024-11-18 12:39:33.000,1,0,0,NULL,1
