clientid,latitude,longitude,location,block,district,rain,temp,wind,winddirection,humidity,ldate,CreatedDate,IsApproved,0-33-020,0-33-005,0-08-083,DetailedQCFlag,Id
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,28.1,0,0,79.7,10/29/2024 21:30,10/29/2024 21:57,1,0,0,NULL,1,57637
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,28,0,0,78.2,10/29/2024 21:30,10/29/2024 21:57,1,0,0,NULL,1,57645
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,27.6,0,0,75.5,10/29/2024 21:30,10/29/2024 21:57,1,0,0,NULL,1,57659
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,27.4,0,0,78.9,10/29/2024 21:30,10/29/2024 21:57,1,0,0,NULL,1,57670
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,27.2,0,0,81.4,10/29/2024 21:30,10/29/2024 21:57,1,0,0,NULL,1,57673
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,28.9,0,299,70.1,10/29/2024 21:30,10/29/2024 21:57,1,0,0,NULL,1,57678
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,26.2,0,0,78.6,10/29/2024 21:30,10/29/2024 21:57,1,0,0,NULL,1,57680
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,26.8,0,0,79.6,10/29/2024 21:15,10/29/2024 21:57,1,0,0,NULL,1,57694
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,27.3,0,215,74.8,10/29/2024 21:15,10/29/2024 21:57,1,0,0,NULL,1,57695
10265,26.871763,83.35824,VILL-PARMESHWARPUR,CHARGAWAN,Gorakhpur,0,31.4,0,0,63.7,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57079
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,30.9,0,326,64.4,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57082
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,28.3,0,0,71.7,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57084
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,29.4,0,0,68,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57095
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,29.4,0,264,69.3,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57099
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,30.5,0,0,66.9,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57100
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,31.6,0,0,62.4,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57101
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,29.6,0,0,69.7,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57106
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,30.1,0,0,69.4,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57116
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,30.5,0,0,68.6,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57124
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,30.6,0,0,64.8,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57139
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,30.5,0,0,69.3,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57150
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,30.1,0,0,69.2,10/29/2024 18:00,10/29/2024 18:27,1,0,0,NULL,1,57153
10265,26.871763,83.35824,VILL-PARMESHWARPUR,CHARGAWAN,Gorakhpur,0,30.3,0,0,68.7,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57235
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,30.4,0,329,66.3,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57239
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,27.4,0,0,73.3,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57241
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,28.2,0,0,71,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57248
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,29.5,0,0,76.7,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57252
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,28.3,0,244,71.2,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57256
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,31.1,0,0,65.6,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57258
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,28.9,0,0,73.9,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57263
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,29.6,0,0,70.9,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57273
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,29.8,0,0,71.8,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57280
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,29.8,0,0,68.5,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57294
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,28.9,0,0,72,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57305
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,29.2,0,0,74,10/29/2024 19:00,10/29/2024 19:27,1,0,0,NULL,1,57308
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,29,0,320,70.1,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57550
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,26.6,0,0,77.7,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57552
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,27.9,0,0,81.3,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57562
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,26.9,0,0,79.2,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57568
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,27.3,0,276,74.3,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57569
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,30.3,0,0,67.8,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57570
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,27.6,0,0,78.3,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57575
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,28.6,0,0,77.3,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57585
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,28.3,0,0,77.8,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57593
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,27.9,0,0,75.5,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57607
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,27.3,0,0,78.9,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57618
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,27.2,0,0,81.4,10/29/2024 21:00,10/29/2024 21:27,1,0,0,NULL,1,57621
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,26.9,0,0,81.9,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57700
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,28.8,0,316,70.1,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57705
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,26.2,0,0,79.1,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57707
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,26.7,0,0,79.6,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57718
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,26.9,0,254,75.7,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57719
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,27,0,0,85.9,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57721
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,29.6,0,0,70.7,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57723
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,27.1,0,0,80,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57730
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,28,0,0,79.7,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57740
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,27.9,0,0,78.7,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57748
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,27.5,0,0,74.8,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57762
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,26.4,0,0,80.6,10/29/2024 22:00,10/29/2024 22:27,1,0,0,NULL,1,57773
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,29.7,0,321,69,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57395
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,26.9,0,0,76,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57397
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,28.3,0,0,81.3,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57407
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,28,0,0,72.8,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57409
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,27.7,0,280,73.8,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57414
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,30.8,0,0,66.6,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57415
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,28.3,0,0,75.6,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57420
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,28.6,0,0,77.8,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57430
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,29.1,0,0,76.1,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57438
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,29,0,0,70.9,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57452
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,27.5,0,0,78.5,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57463
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,28.4,0,0,78.4,10/29/2024 20:00,10/29/2024 20:27,1,0,0,NULL,1,57466
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,28.5,0,316,71,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57780
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,26.3,0,0,78.2,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57782
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,26.4,0,0,81.5,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57794
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,26.7,0,189,75.7,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57795
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,27.1,0,0,85.9,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57797
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,29.2,0,0,72.9,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57799
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,26.9,0,0,80.4,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57805
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,27.8,0,0,81.6,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57815
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,27.6,0,0,80.1,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57823
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,27.3,0,0,75.7,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57837
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,26.2,0,0,81.5,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57848
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,26.8,0,0,81.7,10/29/2024 22:30,10/29/2024 22:57,1,0,0,NULL,1,57851
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,28.4,0,249,71,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57934
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,26,0,0,80.4,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57936
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,25.9,0,0,82.2,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57940
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,26.5,0,212,76.1,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57951
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,29.1,0,0,72.9,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57952
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,26.9,0,0,86.3,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57955
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,26.8,0,0,80.4,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57960
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,27.3,0,0,82.1,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57970
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,27.3,0,0,79.2,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57978
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,27.4,0,0,74.8,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,57992
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,26.5,0,0,81.1,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,58003
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,26.3,0,0,83.7,10/29/2024 23:30,10/29/2024 23:57,1,0,0,NULL,1,58006
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,27.7,0,224,71,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58246
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,25.9,0,0,80.9,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58248
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,25.6,0,0,83.1,10/30/2024 1:15,10/30/2024 1:57,1,0,0,NULL,1,58254
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,26.2,0,259,75.7,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58262
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,28.3,0,0,75.9,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58265
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,26.7,0,0,85,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58267
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,26.4,0,0,80.9,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58272
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,26.3,0,0,85.2,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58282
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,26.5,0,0,83.4,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58290
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,25.8,0,0,80.3,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58304
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,25.5,0,0,82.5,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58314
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,25.6,0,0,87.1,10/30/2024 1:30,10/30/2024 1:57,1,0,0,NULL,1,58317
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,27,0,250,73.6,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58476
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,25.6,0,0,81.3,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58478
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,27.9,0,0,77.7,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57472
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,28.5,0,0,78.3,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57482
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,28.7,0,0,77,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57490
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,28,0,0,75,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57504
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,27.3,0,0,79.9,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57515
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,28.4,0,0,77,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57518
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,29.4,0,320,70.3,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57524
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,26.6,0,0,77.3,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57526
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,28,0,0,82.3,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57535
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,27.6,0,0,73.8,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57539
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,27.5,0,278,74.8,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57543
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,30.6,0,0,68.3,10/29/2024 20:30,10/29/2024 20:57,1,0,0,NULL,1,57544
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,24.9,0,0,84.4,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58486
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,27.1,0,0,80.3,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58495
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,25.6,0,0,86,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58496
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,26.4,0,282,73.8,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58501
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,25.9,0,0,83.4,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58502
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,25.6,0,0,88.5,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58512
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,26,0,0,84.9,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58520
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,26.2,0,0,77.6,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58534
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,26.1,0,0,76.9,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58544
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,25.6,0,0,86.1,10/30/2024 3:00,10/30/2024 3:27,1,0,0,NULL,1,58547
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,24.7,0,0,84.4,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58633
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,27.1,0,0,80.3,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58638
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,25.8,0,0,83.3,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58643
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,26.3,0,207,74.3,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58647
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,25.6,0,0,84.3,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58648
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,25.1,0,0,89,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58658
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,25.8,0,0,85.4,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58666
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,26.1,0,0,79.4,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58680
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,25.2,0,0,82,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58690
10263,26.548183,83.27948,VILL-MASURIYAN,URUWA,Gorakhpur,0,24.9,0,0,88.1,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58693
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,26.9,0,238,73.2,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58698
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,25.4,0,0,80.9,10/30/2024 4:00,10/30/2024 4:27,1,0,0,NULL,1,58700
20259,26.747665,83.369354,TEHSIL CAMPUS,SDADR,Gorakhpur,0,26,0,224,76.9,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59022
10220,26.718021,83.43794,BLOCK CAMPUS,KHORABAR,Gorakhpur,0,25.2,0,0,81.3,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59024
10284,26.678059,83.338646,P M V PITHORA,PIPRAULI,Gorakhpur,0,24.2,0,0,86.3,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59034
10275,26.748125,83.2443,P KALESHR,PIPRAULI,Gorakhpur,0,26.5,0,0,83.8,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59037
10288,26.81268,83.4905,P PATRA,BHATHAT,Gorakhpur,0,25.4,0,0,86.9,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59043
20254,26.821049,83.37227,G P MANBELA,CHARGAMA,Gorakhpur,0,25.5,0,220,78,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59047
10217,26.801445,83.39245,BLOCK CAMPUS,CHARGAWAN,Gorakhpur,0,25.4,0,0,85.2,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59049
10262,26.508465,83.346954,VILL-PALIKHAS-1,BANSGAON,Gorakhpur,0,24.9,0,0,90.4,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59059
10281,26.75619,83.37823,JILA PRASHASAN KARYALAY CAMPUS,SADAR,Gorakhpur,0,25.8,0,0,85.8,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59067
10286,26.776062,83.49859,P SARANDA,SADAR,Gorakhpur,0,25,0,0,82,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59081
10293,26.87895,83.432465,P KHUTHAN KHAS,CHARGANWA,Gorakhpur,0,24.8,0,0,82,10/30/2024 6:30,10/30/2024 6:57,1,0,0,NULL,1,59091
